user_id,cohort_month,country,plan_tier,channel,months_since_acquisition,is_retained
379,2025-06,Country A,Premium,Partnership,0,True
379,2025-06,Country A,Premium,Partnership,1,True
379,2025-06,Country A,Premium,Partnership,2,True
379,2025-06,Country A,Premium,Partnership,3,True
379,2025-06,Country A,Premium,Partnership,4,True
379,2025-06,Country A,Premium,Partnership,5,True
379,2025-06,Country A,Premium,Partnership,6,False
380,2025-06,Country A,Basic,Organic,0,True
380,2025-06,Country A,Basic,Organic,1,True
380,2025-06,Country A,Basic,Organic,2,True
380,2025-06,Country A,Basic,Organic,3,True
380,2025-06,Country A,Basic,Organic,4,True
380,2025-06,Country A,Basic,Organic,5,True
380,2025-06,Country A,Basic,Organic,6,True
381,2025-06,Country A,Basic,Paid,0,True
381,2025-06,Country A,Basic,Paid,1,True
381,2025-06,Country A,Basic,Paid,2,False
381,2025-06,Country A,Basic,Paid,3,False
381,2025-06,Country A,Basic,Paid,4,False
381,2025-06,Country A,Basic,Paid,5,False
381,2025-06,Country A,Basic,Paid,6,False
382,2025-06,Country A,Basic,Referral,0,True
382,2025-06,Country A,Basic,Referral,1,False
382,2025-06,Country A,Basic,Referral,2,False
382,2025-06,Country A,Basic,Referral,3,False
382,2025-06,Country A,Basic,Referral,4,False
382,2025-06,Country A,Basic,Referral,5,False
382,2025-06,Country A,Basic,Referral,6,False
383,2025-06,Country A,Basic,Paid,0,True
383,2025-06,Country A,Basic,Paid,1,True
383,2025-06,Country A,Basic,Paid,2,True
383,2025-06,Country A,Basic,Paid,3,True
383,2025-06,Country A,Basic,Paid,4,True
383,2025-06,Country A,Basic,Paid,5,True
383,2025-06,Country A,Basic,Paid,6,True
384,2025-06,Country A,Premium,Partnership,0,True
384,2025-06,Country A,Premium,Partnership,1,True
384,2025-06,Country A,Premium,Partnership,2,True
384,2025-06,Country A,Premium,Partnership,3,True
384,2025-06,Country A,Premium,Partnership,4,True
384,2025-06,Country A,Premium,Partnership,5,True
384,2025-06,Country A,Premium,Partnership,6,True
385,2025-06,Country A,Basic,Referral,0,True
385,2025-06,Country A,Basic,Referral,1,True
385,2025-06,Country A,Basic,Referral,2,False
385,2025-06,Country A,Basic,Referral,3,False
385,2025-06,Country A,Basic,Referral,4,False
385,2025-06,Country A,Basic,Referral,5,False
385,2025-06,Country A,Basic,Referral,6,False
386,2025-06,Country B,Basic,Paid,0,True
386,2025-06,Country B,Basic,Paid,1,True
386,2025-06,Country B,Basic,Paid,2,False
386,2025-06,Country B,Basic,Paid,3,False
386,2025-06,Country B,Basic,Paid,4,False
386,2025-06,Country B,Basic,Paid,5,False
386,2025-06,Country B,Basic,Paid,6,False
387,2025-06,Country A,Basic,Organic,0,True
387,2025-06,Country A,Basic,Organic,1,True
387,2025-06,Country A,Basic,Organic,2,True
387,2025-06,Country A,Basic,Organic,3,True
387,2025-06,Country A,Basic,Organic,4,True
387,2025-06,Country A,Basic,Organic,5,True
387,2025-06,Country A,Basic,Organic,6,True
388,2025-06,Country A,Premium,Organic,0,True
388,2025-06,Country A,Premium,Organic,1,True
388,2025-06,Country A,Premium,Organic,2,True
388,2025-06,Country A,Premium,Organic,3,True
388,2025-06,Country A,Premium,Organic,4,True
388,2025-06,Country A,Premium,Organic,5,True
388,2025-06,Country A,Premium,Organic,6,True
389,2025-06,Country C,Premium,Referral,0,True
389,2025-06,Country C,Premium,Referral,1,False
389,2025-06,Country C,Premium,Referral,2,False
389,2025-06,Country C,Premium,Referral,3,False
389,2025-06,Country C,Premium,Referral,4,False
389,2025-06,Country C,Premium,Referral,5,False
389,2025-06,Country C,Premium,Referral,6,False
390,2025-06,Country A,Basic,Paid,0,True
390,2025-06,Country A,Basic,Paid,1,True
390,2025-06,Country A,Basic,Paid,2,True
390,2025-06,Country A,Basic,Paid,3,True
390,2025-06,Country A,Basic,Paid,4,True
390,2025-06,Country A,Basic,Paid,5,True
390,2025-06,Country A,Basic,Paid,6,True
391,2025-06,Country A,Basic,Paid,0,True
391,2025-06,Country A,Basic,Paid,1,False
391,2025-06,Country A,Basic,Paid,2,False
391,2025-06,Country A,Basic,Paid,3,False
391,2025-06,Country A,Basic,Paid,4,False
391,2025-06,Country A,Basic,Paid,5,False
391,2025-06,Country A,Basic,Paid,6,False
392,2025-06,Country A,Basic,Paid,0,True
392,2025-06,Country A,Basic,Paid,1,True
392,2025-06,Country A,Basic,Paid,2,False
392,2025-06,Country A,Basic,Paid,3,False
392,2025-06,Country A,Basic,Paid,4,False
392,2025-06,Country A,Basic,Paid,5,False
392,2025-06,Country A,Basic,Paid,6,False
393,2025-06,Country A,Basic,Organic,0,True
393,2025-06,Country A,Basic,Organic,1,True
393,2025-06,Country A,Basic,Organic,2,False
393,2025-06,Country A,Basic,Organic,3,False
393,2025-06,Country A,Basic,Organic,4,False
393,2025-06,Country A,Basic,Organic,5,False
393,2025-06,Country A,Basic,Organic,6,False
394,2025-06,Country B,Basic,Partnership,0,True
394,2025-06,Country B,Basic,Partnership,1,True
394,2025-06,Country B,Basic,Partnership,2,False
394,2025-06,Country B,Basic,Partnership,3,False
394,2025-06,Country B,Basic,Partnership,4,False
394,2025-06,Country B,Basic,Partnership,5,False
394,2025-06,Country B,Basic,Partnership,6,False
395,2025-06,Country B,Basic,Paid,0,True
395,2025-06,Country B,Basic,Paid,1,False
395,2025-06,Country B,Basic,Paid,2,False
395,2025-06,Country B,Basic,Paid,3,False
395,2025-06,Country B,Basic,Paid,4,False
395,2025-06,Country B,Basic,Paid,5,False
395,2025-06,Country B,Basic,Paid,6,False
396,2025-06,Country A,Basic,Referral,0,True
396,2025-06,Country A,Basic,Referral,1,True
396,2025-06,Country A,Basic,Referral,2,True
396,2025-06,Country A,Basic,Referral,3,True
396,2025-06,Country A,Basic,Referral,4,True
396,2025-06,Country A,Basic,Referral,5,True
396,2025-06,Country A,Basic,Referral,6,True
397,2025-06,Country A,Premium,Organic,0,True
397,2025-06,Country A,Premium,Organic,1,True
397,2025-06,Country A,Premium,Organic,2,True
397,2025-06,Country A,Premium,Organic,3,True
397,2025-06,Country A,Premium,Organic,4,True
397,2025-06,Country A,Premium,Organic,5,True
397,2025-06,Country A,Premium,Organic,6,True
398,2025-06,Country B,Basic,Paid,0,True
398,2025-06,Country B,Basic,Paid,1,True
398,2025-06,Country B,Basic,Paid,2,True
398,2025-06,Country B,Basic,Paid,3,True
398,2025-06,Country B,Basic,Paid,4,True
398,2025-06,Country B,Basic,Paid,5,True
398,2025-06,Country B,Basic,Paid,6,True
399,2025-06,Country A,Basic,Organic,0,True
399,2025-06,Country A,Basic,Organic,1,True
399,2025-06,Country A,Basic,Organic,2,True
399,2025-06,Country A,Basic,Organic,3,True
399,2025-06,Country A,Basic,Organic,4,True
399,2025-06,Country A,Basic,Organic,5,True
399,2025-06,Country A,Basic,Organic,6,True
400,2025-06,Country A,Basic,Organic,0,True
400,2025-06,Country A,Basic,Organic,1,True
400,2025-06,Country A,Basic,Organic,2,True
400,2025-06,Country A,Basic,Organic,3,True
400,2025-06,Country A,Basic,Organic,4,True
400,2025-06,Country A,Basic,Organic,5,True
400,2025-06,Country A,Basic,Organic,6,True
401,2025-06,Country A,Basic,Organic,0,True
401,2025-06,Country A,Basic,Organic,1,True
401,2025-06,Country A,Basic,Organic,2,True
401,2025-06,Country A,Basic,Organic,3,True
401,2025-06,Country A,Basic,Organic,4,True
401,2025-06,Country A,Basic,Organic,5,True
401,2025-06,Country A,Basic,Organic,6,True
402,2025-06,Country B,Basic,Paid,0,True
402,2025-06,Country B,Basic,Paid,1,True
402,2025-06,Country B,Basic,Paid,2,False
402,2025-06,Country B,Basic,Paid,3,False
402,2025-06,Country B,Basic,Paid,4,False
402,2025-06,Country B,Basic,Paid,5,False
402,2025-06,Country B,Basic,Paid,6,False
403,2025-06,Country A,Basic,Referral,0,True
403,2025-06,Country A,Basic,Referral,1,True
403,2025-06,Country A,Basic,Referral,2,True
403,2025-06,Country A,Basic,Referral,3,True
403,2025-06,Country A,Basic,Referral,4,True
403,2025-06,Country A,Basic,Referral,5,True
403,2025-06,Country A,Basic,Referral,6,True
404,2025-06,Country A,Basic,Organic,0,True
404,2025-06,Country A,Basic,Organic,1,True
404,2025-06,Country A,Basic,Organic,2,True
404,2025-06,Country A,Basic,Organic,3,False
404,2025-06,Country A,Basic,Organic,4,False
404,2025-06,Country A,Basic,Organic,5,False
404,2025-06,Country A,Basic,Organic,6,False
405,2025-06,Country A,Basic,Organic,0,True
405,2025-06,Country A,Basic,Organic,1,True
405,2025-06,Country A,Basic,Organic,2,True
405,2025-06,Country A,Basic,Organic,3,True
405,2025-06,Country A,Basic,Organic,4,True
405,2025-06,Country A,Basic,Organic,5,True
405,2025-06,Country A,Basic,Organic,6,True
406,2025-06,Country A,Premium,Organic,0,True
406,2025-06,Country A,Premium,Organic,1,True
406,2025-06,Country A,Premium,Organic,2,True
406,2025-06,Country A,Premium,Organic,3,True
406,2025-06,Country A,Premium,Organic,4,True
406,2025-06,Country A,Premium,Organic,5,True
406,2025-06,Country A,Premium,Organic,6,True
407,2025-06,Country A,Basic,Organic,0,True
407,2025-06,Country A,Basic,Organic,1,True
407,2025-06,Country A,Basic,Organic,2,True
407,2025-06,Country A,Basic,Organic,3,True
407,2025-06,Country A,Basic,Organic,4,True
407,2025-06,Country A,Basic,Organic,5,True
407,2025-06,Country A,Basic,Organic,6,True
408,2025-06,Country C,Basic,Organic,0,True
408,2025-06,Country C,Basic,Organic,1,False
408,2025-06,Country C,Basic,Organic,2,False
408,2025-06,Country C,Basic,Organic,3,False
408,2025-06,Country C,Basic,Organic,4,False
408,2025-06,Country C,Basic,Organic,5,False
408,2025-06,Country C,Basic,Organic,6,False
409,2025-06,Country A,Basic,Paid,0,True
409,2025-06,Country A,Basic,Paid,1,True
409,2025-06,Country A,Basic,Paid,2,True
409,2025-06,Country A,Basic,Paid,3,False
409,2025-06,Country A,Basic,Paid,4,False
409,2025-06,Country A,Basic,Paid,5,False
409,2025-06,Country A,Basic,Paid,6,False
410,2025-06,Country B,Basic,Paid,0,True
410,2025-06,Country B,Basic,Paid,1,True
410,2025-06,Country B,Basic,Paid,2,True
410,2025-06,Country B,Basic,Paid,3,False
410,2025-06,Country B,Basic,Paid,4,False
410,2025-06,Country B,Basic,Paid,5,False
410,2025-06,Country B,Basic,Paid,6,False
411,2025-06,Country A,Premium,Organic,0,True
411,2025-06,Country A,Premium,Organic,1,True
411,2025-06,Country A,Premium,Organic,2,True
411,2025-06,Country A,Premium,Organic,3,True
411,2025-06,Country A,Premium,Organic,4,True
411,2025-06,Country A,Premium,Organic,5,True
411,2025-06,Country A,Premium,Organic,6,True
412,2025-06,Country B,Basic,Organic,0,True
412,2025-06,Country B,Basic,Organic,1,False
412,2025-06,Country B,Basic,Organic,2,False
412,2025-06,Country B,Basic,Organic,3,False
412,2025-06,Country B,Basic,Organic,4,False
412,2025-06,Country B,Basic,Organic,5,False
412,2025-06,Country B,Basic,Organic,6,False
413,2025-06,Country B,Premium,Paid,0,True
413,2025-06,Country B,Premium,Paid,1,True
413,2025-06,Country B,Premium,Paid,2,True
413,2025-06,Country B,Premium,Paid,3,True
413,2025-06,Country B,Premium,Paid,4,True
413,2025-06,Country B,Premium,Paid,5,False
413,2025-06,Country B,Premium,Paid,6,False
414,2025-06,Country A,Basic,Referral,0,True
414,2025-06,Country A,Basic,Referral,1,True
414,2025-06,Country A,Basic,Referral,2,True
414,2025-06,Country A,Basic,Referral,3,True
414,2025-06,Country A,Basic,Referral,4,False
414,2025-06,Country A,Basic,Referral,5,False
414,2025-06,Country A,Basic,Referral,6,False
415,2025-06,Country B,Basic,Paid,0,True
415,2025-06,Country B,Basic,Paid,1,True
415,2025-06,Country B,Basic,Paid,2,True
415,2025-06,Country B,Basic,Paid,3,False
415,2025-06,Country B,Basic,Paid,4,False
415,2025-06,Country B,Basic,Paid,5,False
415,2025-06,Country B,Basic,Paid,6,False
416,2025-06,Country A,Basic,Partnership,0,True
416,2025-06,Country A,Basic,Partnership,1,True
416,2025-06,Country A,Basic,Partnership,2,True
416,2025-06,Country A,Basic,Partnership,3,True
416,2025-06,Country A,Basic,Partnership,4,True
416,2025-06,Country A,Basic,Partnership,5,True
416,2025-06,Country A,Basic,Partnership,6,True
417,2025-06,Country C,Basic,Organic,0,True
417,2025-06,Country C,Basic,Organic,1,True
417,2025-06,Country C,Basic,Organic,2,True
417,2025-06,Country C,Basic,Organic,3,True
417,2025-06,Country C,Basic,Organic,4,True
417,2025-06,Country C,Basic,Organic,5,True
417,2025-06,Country C,Basic,Organic,6,True
418,2025-06,Country A,Basic,Organic,0,True
418,2025-06,Country A,Basic,Organic,1,True
418,2025-06,Country A,Basic,Organic,2,True
418,2025-06,Country A,Basic,Organic,3,True
418,2025-06,Country A,Basic,Organic,4,True
418,2025-06,Country A,Basic,Organic,5,True
418,2025-06,Country A,Basic,Organic,6,True
419,2025-06,Country A,Basic,Paid,0,True
419,2025-06,Country A,Basic,Paid,1,True
419,2025-06,Country A,Basic,Paid,2,True
419,2025-06,Country A,Basic,Paid,3,True
419,2025-06,Country A,Basic,Paid,4,True
419,2025-06,Country A,Basic,Paid,5,True
419,2025-06,Country A,Basic,Paid,6,False
420,2025-06,Country A,Basic,Organic,0,True
420,2025-06,Country A,Basic,Organic,1,False
420,2025-06,Country A,Basic,Organic,2,False
420,2025-06,Country A,Basic,Organic,3,False
420,2025-06,Country A,Basic,Organic,4,False
420,2025-06,Country A,Basic,Organic,5,False
420,2025-06,Country A,Basic,Organic,6,False
421,2025-06,Country C,Basic,Paid,0,True
421,2025-06,Country C,Basic,Paid,1,True
421,2025-06,Country C,Basic,Paid,2,True
421,2025-06,Country C,Basic,Paid,3,True
421,2025-06,Country C,Basic,Paid,4,True
421,2025-06,Country C,Basic,Paid,5,True
421,2025-06,Country C,Basic,Paid,6,True
422,2025-06,Country A,Basic,Paid,0,True
422,2025-06,Country A,Basic,Paid,1,True
422,2025-06,Country A,Basic,Paid,2,True
422,2025-06,Country A,Basic,Paid,3,True
422,2025-06,Country A,Basic,Paid,4,True
422,2025-06,Country A,Basic,Paid,5,True
422,2025-06,Country A,Basic,Paid,6,True
423,2025-06,Country A,Basic,Organic,0,True
423,2025-06,Country A,Basic,Organic,1,True
423,2025-06,Country A,Basic,Organic,2,True
423,2025-06,Country A,Basic,Organic,3,True
423,2025-06,Country A,Basic,Organic,4,True
423,2025-06,Country A,Basic,Organic,5,True
423,2025-06,Country A,Basic,Organic,6,True
424,2025-06,Country A,Premium,Organic,0,True
424,2025-06,Country A,Premium,Organic,1,True
424,2025-06,Country A,Premium,Organic,2,True
424,2025-06,Country A,Premium,Organic,3,True
424,2025-06,Country A,Premium,Organic,4,True
424,2025-06,Country A,Premium,Organic,5,True
424,2025-06,Country A,Premium,Organic,6,True
425,2025-06,Country A,Premium,Referral,0,True
425,2025-06,Country A,Premium,Referral,1,True
425,2025-06,Country A,Premium,Referral,2,True
425,2025-06,Country A,Premium,Referral,3,True
425,2025-06,Country A,Premium,Referral,4,True
425,2025-06,Country A,Premium,Referral,5,True
425,2025-06,Country A,Premium,Referral,6,True
426,2025-06,Country A,Premium,Organic,0,True
426,2025-06,Country A,Premium,Organic,1,True
426,2025-06,Country A,Premium,Organic,2,True
426,2025-06,Country A,Premium,Organic,3,True
426,2025-06,Country A,Premium,Organic,4,True
426,2025-06,Country A,Premium,Organic,5,True
426,2025-06,Country A,Premium,Organic,6,True
427,2025-06,Country A,Basic,Organic,0,True
427,2025-06,Country A,Basic,Organic,1,True
427,2025-06,Country A,Basic,Organic,2,True
427,2025-06,Country A,Basic,Organic,3,True
427,2025-06,Country A,Basic,Organic,4,True
427,2025-06,Country A,Basic,Organic,5,True
427,2025-06,Country A,Basic,Organic,6,True
428,2025-06,Country C,Premium,Organic,0,True
428,2025-06,Country C,Premium,Organic,1,True
428,2025-06,Country C,Premium,Organic,2,True
428,2025-06,Country C,Premium,Organic,3,True
428,2025-06,Country C,Premium,Organic,4,True
428,2025-06,Country C,Premium,Organic,5,True
428,2025-06,Country C,Premium,Organic,6,True
429,2025-06,Country A,Premium,Partnership,0,True
429,2025-06,Country A,Premium,Partnership,1,True
429,2025-06,Country A,Premium,Partnership,2,True
429,2025-06,Country A,Premium,Partnership,3,True
429,2025-06,Country A,Premium,Partnership,4,True
429,2025-06,Country A,Premium,Partnership,5,True
429,2025-06,Country A,Premium,Partnership,6,True
430,2025-06,Country A,Basic,Organic,0,True
430,2025-06,Country A,Basic,Organic,1,True
430,2025-06,Country A,Basic,Organic,2,True
430,2025-06,Country A,Basic,Organic,3,True
430,2025-06,Country A,Basic,Organic,4,True
430,2025-06,Country A,Basic,Organic,5,True
430,2025-06,Country A,Basic,Organic,6,True
431,2025-06,Country C,Basic,Organic,0,True
431,2025-06,Country C,Basic,Organic,1,True
431,2025-06,Country C,Basic,Organic,2,True
431,2025-06,Country C,Basic,Organic,3,True
431,2025-06,Country C,Basic,Organic,4,True
431,2025-06,Country C,Basic,Organic,5,True
431,2025-06,Country C,Basic,Organic,6,True
432,2025-06,Country C,Basic,Referral,0,True
432,2025-06,Country C,Basic,Referral,1,True
432,2025-06,Country C,Basic,Referral,2,True
432,2025-06,Country C,Basic,Referral,3,True
432,2025-06,Country C,Basic,Referral,4,True
432,2025-06,Country C,Basic,Referral,5,True
432,2025-06,Country C,Basic,Referral,6,True
433,2025-06,Country A,Basic,Paid,0,True
433,2025-06,Country A,Basic,Paid,1,True
433,2025-06,Country A,Basic,Paid,2,True
433,2025-06,Country A,Basic,Paid,3,True
433,2025-06,Country A,Basic,Paid,4,True
433,2025-06,Country A,Basic,Paid,5,True
433,2025-06,Country A,Basic,Paid,6,True
434,2025-06,Country A,Basic,Paid,0,True
434,2025-06,Country A,Basic,Paid,1,True
434,2025-06,Country A,Basic,Paid,2,True
434,2025-06,Country A,Basic,Paid,3,True
434,2025-06,Country A,Basic,Paid,4,True
434,2025-06,Country A,Basic,Paid,5,True
434,2025-06,Country A,Basic,Paid,6,True
435,2025-06,Country A,Basic,Referral,0,True
435,2025-06,Country A,Basic,Referral,1,True
435,2025-06,Country A,Basic,Referral,2,True
435,2025-06,Country A,Basic,Referral,3,True
435,2025-06,Country A,Basic,Referral,4,True
435,2025-06,Country A,Basic,Referral,5,True
435,2025-06,Country A,Basic,Referral,6,True
436,2025-06,Country A,Basic,Organic,0,True
436,2025-06,Country A,Basic,Organic,1,False
436,2025-06,Country A,Basic,Organic,2,False
436,2025-06,Country A,Basic,Organic,3,False
436,2025-06,Country A,Basic,Organic,4,False
436,2025-06,Country A,Basic,Organic,5,False
436,2025-06,Country A,Basic,Organic,6,False
437,2025-06,Country A,Basic,Partnership,0,True
437,2025-06,Country A,Basic,Partnership,1,True
437,2025-06,Country A,Basic,Partnership,2,True
437,2025-06,Country A,Basic,Partnership,3,True
437,2025-06,Country A,Basic,Partnership,4,True
437,2025-06,Country A,Basic,Partnership,5,False
437,2025-06,Country A,Basic,Partnership,6,False
438,2025-06,Country C,Basic,Organic,0,True
438,2025-06,Country C,Basic,Organic,1,True
438,2025-06,Country C,Basic,Organic,2,True
438,2025-06,Country C,Basic,Organic,3,True
438,2025-06,Country C,Basic,Organic,4,True
438,2025-06,Country C,Basic,Organic,5,True
438,2025-06,Country C,Basic,Organic,6,True
439,2025-06,Country A,Basic,Organic,0,True
439,2025-06,Country A,Basic,Organic,1,True
439,2025-06,Country A,Basic,Organic,2,True
439,2025-06,Country A,Basic,Organic,3,True
439,2025-06,Country A,Basic,Organic,4,True
439,2025-06,Country A,Basic,Organic,5,False
439,2025-06,Country A,Basic,Organic,6,False
440,2025-06,Country A,Premium,Organic,0,True
440,2025-06,Country A,Premium,Organic,1,True
440,2025-06,Country A,Premium,Organic,2,True
440,2025-06,Country A,Premium,Organic,3,True
440,2025-06,Country A,Premium,Organic,4,True
440,2025-06,Country A,Premium,Organic,5,True
440,2025-06,Country A,Premium,Organic,6,True
441,2025-06,Country B,Premium,Organic,0,True
441,2025-06,Country B,Premium,Organic,1,True
441,2025-06,Country B,Premium,Organic,2,True
441,2025-06,Country B,Premium,Organic,3,True
441,2025-06,Country B,Premium,Organic,4,True
441,2025-06,Country B,Premium,Organic,5,True
441,2025-06,Country B,Premium,Organic,6,False
442,2025-06,Country A,Premium,Organic,0,True
442,2025-06,Country A,Premium,Organic,1,True
442,2025-06,Country A,Premium,Organic,2,True
442,2025-06,Country A,Premium,Organic,3,True
442,2025-06,Country A,Premium,Organic,4,True
442,2025-06,Country A,Premium,Organic,5,True
442,2025-06,Country A,Premium,Organic,6,True
443,2025-06,Country A,Basic,Paid,0,True
443,2025-06,Country A,Basic,Paid,1,False
443,2025-06,Country A,Basic,Paid,2,False
443,2025-06,Country A,Basic,Paid,3,False
443,2025-06,Country A,Basic,Paid,4,False
443,2025-06,Country A,Basic,Paid,5,False
443,2025-06,Country A,Basic,Paid,6,False
444,2025-06,Country B,Premium,Paid,0,True
444,2025-06,Country B,Premium,Paid,1,True
444,2025-06,Country B,Premium,Paid,2,True
444,2025-06,Country B,Premium,Paid,3,False
444,2025-06,Country B,Premium,Paid,4,False
444,2025-06,Country B,Premium,Paid,5,False
444,2025-06,Country B,Premium,Paid,6,False
445,2025-06,Country A,Basic,Paid,0,True
445,2025-06,Country A,Basic,Paid,1,True
445,2025-06,Country A,Basic,Paid,2,True
445,2025-06,Country A,Basic,Paid,3,True
445,2025-06,Country A,Basic,Paid,4,True
445,2025-06,Country A,Basic,Paid,5,True
445,2025-06,Country A,Basic,Paid,6,True
446,2025-06,Country C,Basic,Organic,0,True
446,2025-06,Country C,Basic,Organic,1,False
446,2025-06,Country C,Basic,Organic,2,False
446,2025-06,Country C,Basic,Organic,3,False
446,2025-06,Country C,Basic,Organic,4,False
446,2025-06,Country C,Basic,Organic,5,False
446,2025-06,Country C,Basic,Organic,6,False
447,2025-06,Country B,Basic,Paid,0,True
447,2025-06,Country B,Basic,Paid,1,False
447,2025-06,Country B,Basic,Paid,2,False
447,2025-06,Country B,Basic,Paid,3,False
447,2025-06,Country B,Basic,Paid,4,False
447,2025-06,Country B,Basic,Paid,5,False
447,2025-06,Country B,Basic,Paid,6,False
448,2025-06,Country A,Basic,Paid,0,True
448,2025-06,Country A,Basic,Paid,1,True
448,2025-06,Country A,Basic,Paid,2,True
448,2025-06,Country A,Basic,Paid,3,True
448,2025-06,Country A,Basic,Paid,4,True
448,2025-06,Country A,Basic,Paid,5,True
448,2025-06,Country A,Basic,Paid,6,True
449,2025-06,Country A,Basic,Paid,0,True
449,2025-06,Country A,Basic,Paid,1,True
449,2025-06,Country A,Basic,Paid,2,True
449,2025-06,Country A,Basic,Paid,3,True
449,2025-06,Country A,Basic,Paid,4,True
449,2025-06,Country A,Basic,Paid,5,True
449,2025-06,Country A,Basic,Paid,6,True
450,2025-06,Country A,Basic,Organic,0,True
450,2025-06,Country A,Basic,Organic,1,True
450,2025-06,Country A,Basic,Organic,2,True
450,2025-06,Country A,Basic,Organic,3,True
450,2025-06,Country A,Basic,Organic,4,False
450,2025-06,Country A,Basic,Organic,5,False
450,2025-06,Country A,Basic,Organic,6,False
451,2025-06,Country A,Premium,Paid,0,True
451,2025-06,Country A,Premium,Paid,1,True
451,2025-06,Country A,Premium,Paid,2,True
451,2025-06,Country A,Premium,Paid,3,True
451,2025-06,Country A,Premium,Paid,4,True
451,2025-06,Country A,Premium,Paid,5,True
451,2025-06,Country A,Premium,Paid,6,True
452,2025-06,Country C,Premium,Organic,0,True
452,2025-06,Country C,Premium,Organic,1,True
452,2025-06,Country C,Premium,Organic,2,True
452,2025-06,Country C,Premium,Organic,3,True
452,2025-06,Country C,Premium,Organic,4,True
452,2025-06,Country C,Premium,Organic,5,True
452,2025-06,Country C,Premium,Organic,6,True
453,2025-06,Country A,Basic,Partnership,0,True
453,2025-06,Country A,Basic,Partnership,1,True
453,2025-06,Country A,Basic,Partnership,2,True
453,2025-06,Country A,Basic,Partnership,3,True
453,2025-06,Country A,Basic,Partnership,4,True
453,2025-06,Country A,Basic,Partnership,5,True
453,2025-06,Country A,Basic,Partnership,6,True
454,2025-06,Country A,Premium,Paid,0,True
454,2025-06,Country A,Premium,Paid,1,True
454,2025-06,Country A,Premium,Paid,2,True
454,2025-06,Country A,Premium,Paid,3,False
454,2025-06,Country A,Premium,Paid,4,False
454,2025-06,Country A,Premium,Paid,5,False
454,2025-06,Country A,Premium,Paid,6,False
455,2025-06,Country A,Basic,Organic,0,True
455,2025-06,Country A,Basic,Organic,1,True
455,2025-06,Country A,Basic,Organic,2,True
455,2025-06,Country A,Basic,Organic,3,True
455,2025-06,Country A,Basic,Organic,4,True
455,2025-06,Country A,Basic,Organic,5,True
455,2025-06,Country A,Basic,Organic,6,True
456,2025-06,Country C,Basic,Paid,0,True
456,2025-06,Country C,Basic,Paid,1,True
456,2025-06,Country C,Basic,Paid,2,True
456,2025-06,Country C,Basic,Paid,3,True
456,2025-06,Country C,Basic,Paid,4,True
456,2025-06,Country C,Basic,Paid,5,True
456,2025-06,Country C,Basic,Paid,6,True
457,2025-06,Country A,Premium,Organic,0,True
457,2025-06,Country A,Premium,Organic,1,True
457,2025-06,Country A,Premium,Organic,2,True
457,2025-06,Country A,Premium,Organic,3,True
457,2025-06,Country A,Premium,Organic,4,True
457,2025-06,Country A,Premium,Organic,5,True
457,2025-06,Country A,Premium,Organic,6,True
458,2025-06,Country B,Basic,Organic,0,True
458,2025-06,Country B,Basic,Organic,1,True
458,2025-06,Country B,Basic,Organic,2,True
458,2025-06,Country B,Basic,Organic,3,False
458,2025-06,Country B,Basic,Organic,4,False
458,2025-06,Country B,Basic,Organic,5,False
458,2025-06,Country B,Basic,Organic,6,False
459,2025-06,Country B,Basic,Organic,0,True
459,2025-06,Country B,Basic,Organic,1,True
459,2025-06,Country B,Basic,Organic,2,True
459,2025-06,Country B,Basic,Organic,3,False
459,2025-06,Country B,Basic,Organic,4,False
459,2025-06,Country B,Basic,Organic,5,False
459,2025-06,Country B,Basic,Organic,6,False
460,2025-06,Country B,Basic,Paid,0,True
460,2025-06,Country B,Basic,Paid,1,False
460,2025-06,Country B,Basic,Paid,2,False
460,2025-06,Country B,Basic,Paid,3,False
460,2025-06,Country B,Basic,Paid,4,False
460,2025-06,Country B,Basic,Paid,5,False
460,2025-06,Country B,Basic,Paid,6,False
461,2025-06,Country A,Premium,Organic,0,True
461,2025-06,Country A,Premium,Organic,1,True
461,2025-06,Country A,Premium,Organic,2,True
461,2025-06,Country A,Premium,Organic,3,True
461,2025-06,Country A,Premium,Organic,4,True
461,2025-06,Country A,Premium,Organic,5,True
461,2025-06,Country A,Premium,Organic,6,True
462,2025-06,Country A,Basic,Referral,0,True
462,2025-06,Country A,Basic,Referral,1,True
462,2025-06,Country A,Basic,Referral,2,True
462,2025-06,Country A,Basic,Referral,3,True
462,2025-06,Country A,Basic,Referral,4,True
462,2025-06,Country A,Basic,Referral,5,True
462,2025-06,Country A,Basic,Referral,6,True
463,2025-06,Country A,Premium,Partnership,0,True
463,2025-06,Country A,Premium,Partnership,1,True
463,2025-06,Country A,Premium,Partnership,2,True
463,2025-06,Country A,Premium,Partnership,3,True
463,2025-06,Country A,Premium,Partnership,4,True
463,2025-06,Country A,Premium,Partnership,5,True
463,2025-06,Country A,Premium,Partnership,6,True
464,2025-06,Country B,Basic,Paid,0,True
464,2025-06,Country B,Basic,Paid,1,True
464,2025-06,Country B,Basic,Paid,2,True
464,2025-06,Country B,Basic,Paid,3,True
464,2025-06,Country B,Basic,Paid,4,True
464,2025-06,Country B,Basic,Paid,5,False
464,2025-06,Country B,Basic,Paid,6,False
465,2025-06,Country B,Basic,Organic,0,True
465,2025-06,Country B,Basic,Organic,1,False
